"","la.min","la.max","lo.min","lo.max","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","type"
"50",40.5246,40.5287,-74.1895,-74.184,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
"51",40.5246,40.5287,-74.184,-74.1785,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"52",40.5246,40.5287,-74.1785,-74.173,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"53",40.5246,40.5287,-74.1675,-74.162,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1
"54",40.5287,40.5328,-74.239,-74.2335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55",40.5287,40.5328,-74.228,-74.2225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"56",40.5287,40.5328,-74.2225,-74.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1
"57",40.5287,40.5328,-74.217,-74.2115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",40.5287,40.5328,-74.2115,-74.206,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3,0,0,1,1,0,0,0,1
"59",40.5287,40.5328,-74.206,-74.2005,1,0,1,0,0,0,0,0,0,0,0,2,1,0,3,3,2,0,0,1,0,0,0,1,1
"60",40.5287,40.5328,-74.195,-74.1895,0,0,0,0,0,0,0,0,4,1,0,2,2,0,3,3,1,1,0,1,0,0,0,0,1
"61",40.5287,40.5328,-74.173,-74.1675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"62",40.5287,40.5328,-74.1675,-74.162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"63",40.5287,40.5328,-74.162,-74.1565,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1
"64",40.5287,40.5328,-74.1565,-74.151,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"65",40.5328,40.5369,-74.2445,-74.239,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"66",40.5328,40.5369,-74.239,-74.2335,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"67",40.5328,40.5369,-74.228,-74.2225,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"68",40.5328,40.5369,-74.2225,-74.217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"69",40.5328,40.5369,-74.217,-74.2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"70",40.5328,40.5369,-74.2115,-74.206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1
"71",40.5328,40.5369,-74.206,-74.2005,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"72",40.5328,40.5369,-74.2005,-74.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"73",40.5328,40.5369,-74.195,-74.1895,0,0,0,1,0,0,2,0,1,2,0,1,2,1,2,0,2,2,0,1,0,2,0,0,1
"74",40.5328,40.5369,-74.1895,-74.184,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
"75",40.5328,40.5369,-74.184,-74.1785,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
"76",40.5328,40.5369,-74.1675,-74.162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1
"77",40.5328,40.5369,-74.162,-74.1565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
"78",40.5328,40.5369,-74.1565,-74.151,0,1,0,0,0,0,0,1,0,1,2,0,0,0,2,1,2,3,2,2,0,0,0,0,1
"79",40.5328,40.5369,-74.151,-74.1455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"80",40.5369,40.541,-74.2445,-74.239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"81",40.5369,40.541,-74.239,-74.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"82",40.5369,40.541,-74.2335,-74.228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1
"83",40.5369,40.541,-74.228,-74.2225,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,1
"84",40.5369,40.541,-74.2225,-74.217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,0,0,1,0,1
"85",40.5369,40.541,-74.217,-74.2115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1
"86",40.5369,40.541,-74.2115,-74.206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"87",40.5369,40.541,-74.206,-74.2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"88",40.5369,40.541,-74.2005,-74.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"89",40.5369,40.541,-74.195,-74.1895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"90",40.5369,40.541,-74.1895,-74.184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
"91",40.5369,40.541,-74.184,-74.1785,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"92",40.5369,40.541,-74.1785,-74.173,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,1
"93",40.5369,40.541,-74.173,-74.1675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"94",40.5369,40.541,-74.1675,-74.162,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1
"95",40.5369,40.541,-74.162,-74.1565,0,0,0,0,0,0,1,0,1,0,0,1,2,0,1,1,0,2,1,1,0,0,0,0,1
"96",40.5369,40.541,-74.1565,-74.151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"97",40.5369,40.541,-74.151,-74.1455,0,1,0,0,0,1,0,0,2,1,0,3,1,0,2,4,1,5,0,3,0,1,2,1,3
"98",40.5369,40.541,-74.1455,-74.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"99",40.541,40.5451,-74.239,-74.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"100",40.541,40.5451,-74.2335,-74.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"101",40.541,40.5451,-74.228,-74.2225,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"102",40.541,40.5451,-74.2225,-74.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"103",40.541,40.5451,-74.217,-74.2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"104",40.541,40.5451,-74.2115,-74.206,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,3,1,1,1,0,0,1
"105",40.541,40.5451,-74.206,-74.2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"106",40.541,40.5451,-74.2005,-74.195,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,1,0,0,0,0,1
"107",40.541,40.5451,-74.195,-74.1895,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"108",40.541,40.5451,-74.1895,-74.184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1
"109",40.541,40.5451,-74.184,-74.1785,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"110",40.541,40.5451,-74.1785,-74.173,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,0,1,1,1,1,0,0,1,1,1
"111",40.541,40.5451,-74.173,-74.1675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"112",40.541,40.5451,-74.1675,-74.162,0,0,0,0,0,0,1,1,1,1,3,2,3,6,4,1,4,3,4,0,1,3,4,0,3
"113",40.541,40.5451,-74.162,-74.1565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,1,1,0,0,1
"114",40.541,40.5451,-74.1565,-74.151,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
"115",40.541,40.5451,-74.151,-74.1455,2,0,0,0,0,0,0,1,1,3,1,4,1,0,3,4,2,1,0,0,0,0,1,1,1
"116",40.541,40.5451,-74.1455,-74.14,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,1,0,1,0,0,1
"117",40.5451,40.5492,-74.2335,-74.228,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
"118",40.5451,40.5492,-74.228,-74.2225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"119",40.5451,40.5492,-74.2225,-74.217,1,0,0,0,1,0,0,0,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"120",40.5451,40.5492,-74.217,-74.2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"121",40.5451,40.5492,-74.2115,-74.206,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1
"122",40.5451,40.5492,-74.206,-74.2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"123",40.5451,40.5492,-74.2005,-74.195,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1
"124",40.5451,40.5492,-74.195,-74.1895,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1
"125",40.5451,40.5492,-74.1895,-74.184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"126",40.5451,40.5492,-74.184,-74.1785,0,0,1,0,0,0,0,0,1,0,3,4,1,2,1,1,1,0,2,2,1,1,0,0,1
"127",40.5451,40.5492,-74.173,-74.1675,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,1,0,1,0,1
"128",40.5451,40.5492,-74.1675,-74.162,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,3,3,0,2,1,1,1,0,1
"129",40.5451,40.5492,-74.162,-74.1565,1,0,0,0,0,0,0,0,1,0,1,3,1,2,1,1,2,1,1,0,0,1,0,0,1
"130",40.5451,40.5492,-74.1565,-74.151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
"131",40.5451,40.5492,-74.1455,-74.14,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1
"132",40.5451,40.5492,-74.14,-74.1345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"133",40.5492,40.5533,-74.2225,-74.217,0,0,0,0,0,1,0,0,1,0,1,0,2,0,5,1,0,2,0,0,0,0,2,0,1
"134",40.5492,40.5533,-74.217,-74.2115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1
"135",40.5492,40.5533,-74.2115,-74.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"136",40.5492,40.5533,-74.206,-74.2005,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"137",40.5492,40.5533,-74.2005,-74.195,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1
"138",40.5492,40.5533,-74.195,-74.1895,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,2,1
"139",40.5492,40.5533,-74.1895,-74.184,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
"140",40.5492,40.5533,-74.184,-74.1785,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1
"141",40.5492,40.5533,-74.1785,-74.173,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1,1
"142",40.5492,40.5533,-74.173,-74.1675,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,1
"143",40.5492,40.5533,-74.1675,-74.162,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,1,0,2,0,1,0,0,0,1
"144",40.5492,40.5533,-74.162,-74.1565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"145",40.5492,40.5533,-74.1565,-74.151,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,1
"146",40.5492,40.5533,-74.151,-74.1455,0,1,0,0,0,1,2,1,2,0,0,0,5,2,5,2,1,1,0,0,1,2,0,1,1
"147",40.5492,40.5533,-74.1455,-74.14,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,4,0,0,0,1,1
"148",40.5492,40.5533,-74.14,-74.1345,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
"149",40.5492,40.5533,-74.1345,-74.129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"150",40.5533,40.5574,-74.2225,-74.217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"151",40.5533,40.5574,-74.217,-74.2115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1
"152",40.5533,40.5574,-74.2115,-74.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"153",40.5533,40.5574,-74.206,-74.2005,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
"154",40.5533,40.5574,-74.2005,-74.195,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"155",40.5533,40.5574,-74.195,-74.1895,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"156",40.5533,40.5574,-74.184,-74.1785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"157",40.5533,40.5574,-74.1785,-74.173,0,0,1,0,0,0,0,1,2,3,0,1,2,3,3,1,1,4,0,1,1,1,1,1,3
"158",40.5533,40.5574,-74.173,-74.1675,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
"159",40.5533,40.5574,-74.1675,-74.162,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"160",40.5533,40.5574,-74.162,-74.1565,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,2,1,3,2,0,0,0,1,0,1
"161",40.5533,40.5574,-74.1565,-74.151,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,1,1,1,1,0,0,2,0,1
"162",40.5533,40.5574,-74.151,-74.1455,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,3,0,2,0,0,1
"163",40.5533,40.5574,-74.1455,-74.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"164",40.5533,40.5574,-74.14,-74.1345,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"165",40.5533,40.5574,-74.1345,-74.129,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,1
"166",40.5533,40.5574,-74.129,-74.1235,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,1
"167",40.5533,40.5574,-73.9255,-73.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"168",40.5574,40.5615,-74.2115,-74.206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"169",40.5574,40.5615,-74.206,-74.2005,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"170",40.5574,40.5615,-74.2005,-74.195,1,1,0,0,0,0,0,0,2,0,1,1,2,0,0,1,3,3,1,0,1,4,0,1,1
"171",40.5574,40.5615,-74.1895,-74.184,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"172",40.5574,40.5615,-74.184,-74.1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
"173",40.5574,40.5615,-74.1785,-74.173,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,1,0,1,0,0,0,1
"174",40.5574,40.5615,-74.173,-74.1675,0,0,1,0,0,0,2,2,0,4,1,0,0,3,4,4,5,3,3,1,2,1,2,0,3
"175",40.5574,40.5615,-74.1675,-74.162,0,0,0,0,0,0,0,0,3,2,1,1,2,1,1,1,3,2,1,1,0,1,2,2,1
"176",40.5574,40.5615,-74.162,-74.1565,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,1,0,0,1,0,0,1,1
"177",40.5574,40.5615,-74.1565,-74.151,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"178",40.5574,40.5615,-74.151,-74.1455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"179",40.5574,40.5615,-74.1455,-74.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"180",40.5574,40.5615,-74.14,-74.1345,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,2,0,1,0,0,1
"181",40.5574,40.5615,-74.1345,-74.129,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"182",40.5574,40.5615,-74.129,-74.1235,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"183",40.5574,40.5615,-74.1235,-74.118,1,1,0,0,1,0,1,1,0,2,0,0,0,0,3,2,0,3,1,0,0,1,1,0,1
"184",40.5574,40.5615,-74.118,-74.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
"185",40.5574,40.5615,-74.1125,-74.107,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"186",40.5574,40.5615,-74.107,-74.1015,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"187",40.5574,40.5615,-73.92,-73.9145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
