"","la.min","la.max","lo.min","lo.max","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","type"
"861",40.6312,40.6353,-74.0905,-74.085,0,1,0,1,0,0,0,1,0,2,2,1,2,1,2,2,1,2,2,3,0,1,0,1,1
"862",40.6312,40.6353,-74.085,-74.0795,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
"863",40.6312,40.6353,-74.0795,-74.074,0,0,0,0,1,0,0,0,0,1,1,1,0,1,2,0,2,0,0,2,0,1,1,1,1
"864",40.6312,40.6353,-74.041,-74.0355,0,0,0,0,0,0,1,1,2,0,2,0,0,1,0,0,0,3,1,0,0,0,1,1,1
"865",40.6312,40.6353,-74.0355,-74.03,0,0,0,0,0,0,0,0,0,1,2,1,0,3,0,0,0,2,1,1,0,0,0,0,1
"866",40.6312,40.6353,-74.03,-74.0245,0,1,1,0,0,0,0,1,2,2,0,3,3,0,2,1,5,4,4,4,2,1,1,0,3
"867",40.6312,40.6353,-74.0245,-74.019,1,1,0,2,1,0,1,0,2,4,5,4,5,3,6,5,7,2,9,4,4,4,1,2,2
"868",40.6312,40.6353,-74.019,-74.0135,2,0,0,0,0,0,2,1,4,3,5,5,3,2,6,7,2,2,4,7,2,0,2,2,3
"869",40.6312,40.6353,-74.0135,-74.008,1,1,0,1,0,0,0,0,2,3,4,4,4,11,3,5,5,4,5,0,2,2,1,0,3
"870",40.6312,40.6353,-74.008,-74.0025,0,0,0,0,1,0,0,2,3,1,1,6,4,8,4,1,7,7,3,1,0,1,0,1,3
"871",40.6312,40.6353,-74.0025,-73.997,0,0,0,0,0,0,0,0,2,0,2,1,3,0,1,0,1,1,3,0,0,2,1,0,1
"872",40.6312,40.6353,-73.997,-73.9915,1,1,1,0,1,0,0,1,5,3,5,3,3,9,3,6,8,5,5,5,2,1,5,1,2
"873",40.6312,40.6353,-73.9915,-73.986,0,0,0,0,0,0,0,1,1,2,0,2,3,2,2,1,3,5,2,3,0,1,1,1,3
"874",40.6312,40.6353,-73.986,-73.9805,0,0,0,1,0,0,0,0,2,1,1,2,1,5,1,4,2,2,4,1,1,1,2,0,3
"875",40.6312,40.6353,-73.9805,-73.975,1,2,0,1,0,0,0,0,2,0,0,1,1,3,0,3,1,2,3,1,0,1,1,0,1
"876",40.6312,40.6353,-73.975,-73.9695,1,2,1,0,1,0,1,5,2,4,1,4,4,2,2,6,7,6,2,3,2,5,0,0,3
"877",40.6312,40.6353,-73.9695,-73.964,4,0,2,0,1,2,0,1,3,2,3,0,3,5,3,1,8,8,3,1,1,1,4,5,3
"878",40.6312,40.6353,-73.964,-73.9585,1,0,1,0,0,1,0,0,0,2,2,1,2,0,0,0,0,1,1,0,1,1,0,2,1
"879",40.6312,40.6353,-73.9585,-73.953,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,5,1,1,0,1,2,0,1,1
"880",40.6312,40.6353,-73.953,-73.9475,0,1,0,0,2,2,5,5,1,3,2,7,9,8,8,6,7,4,5,3,1,4,3,3,2
"881",40.6312,40.6353,-73.9475,-73.942,0,0,0,1,1,0,3,1,2,4,3,4,6,4,1,2,4,8,2,8,2,2,3,1,3
"882",40.6312,40.6353,-73.942,-73.9365,1,0,0,0,0,0,0,0,1,0,1,2,2,5,1,0,3,2,0,5,0,1,0,0,1
"883",40.6312,40.6353,-73.9365,-73.931,0,0,1,1,0,1,0,1,1,2,1,1,0,2,2,2,4,4,1,3,2,0,1,0,3
"884",40.6312,40.6353,-73.931,-73.9255,1,2,1,1,0,1,0,0,3,3,6,2,4,2,6,4,3,3,6,8,3,1,2,0,3
"885",40.6312,40.6353,-73.9255,-73.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,2,1
"886",40.6312,40.6353,-73.92,-73.9145,1,2,1,0,0,0,2,3,2,2,2,2,3,9,3,1,3,7,4,3,4,2,0,2,3
"887",40.6312,40.6353,-73.9145,-73.909,1,0,0,0,1,2,1,2,3,2,1,5,1,1,3,2,0,1,2,0,1,2,1,2,3
"888",40.6312,40.6353,-73.909,-73.9035,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,1,0,1,1,1,0,2,1
"889",40.6312,40.6353,-73.9035,-73.898,1,0,1,0,1,0,1,1,2,0,1,0,1,0,0,1,2,2,1,1,0,0,0,1,1
"890",40.6312,40.6353,-73.898,-73.8925,2,0,1,1,0,0,1,0,1,1,1,1,0,1,4,1,1,0,3,2,1,2,1,1,1
"891",40.6312,40.6353,-73.8925,-73.887,2,1,1,0,1,1,1,1,3,2,4,1,3,6,3,3,4,3,5,3,3,3,2,3,3
"892",40.6312,40.6353,-73.887,-73.8815,0,1,1,0,1,2,0,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,2,0,1
"893",40.6312,40.6353,-73.8815,-73.876,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"894",40.6353,40.6394,-74.173,-74.1675,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"895",40.6353,40.6394,-74.1675,-74.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"896",40.6353,40.6394,-74.162,-74.1565,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
"897",40.6353,40.6394,-74.1565,-74.151,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
"898",40.6353,40.6394,-74.151,-74.1455,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"899",40.6353,40.6394,-74.1455,-74.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1
"900",40.6353,40.6394,-74.14,-74.1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"901",40.6353,40.6394,-74.1345,-74.129,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
"902",40.6353,40.6394,-74.129,-74.1235,0,0,1,0,0,0,1,0,1,1,1,2,2,1,1,0,2,1,0,1,0,0,0,0,1
"903",40.6353,40.6394,-74.1235,-74.118,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,1
"904",40.6353,40.6394,-74.118,-74.1125,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,3,3,0,0,0,1
"905",40.6353,40.6394,-74.1125,-74.107,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,1,3,0,0,0,1,0,0,1
"906",40.6353,40.6394,-74.107,-74.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"907",40.6353,40.6394,-74.1015,-74.096,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"908",40.6353,40.6394,-74.096,-74.0905,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"909",40.6353,40.6394,-74.0905,-74.085,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,2,0,1,0,1
"910",40.6353,40.6394,-74.085,-74.0795,0,0,1,1,0,1,0,0,0,2,0,2,1,1,1,1,1,1,5,0,0,0,1,0,1
"911",40.6353,40.6394,-74.0795,-74.074,1,0,0,1,0,0,0,1,1,1,0,0,1,2,2,1,1,7,3,1,0,1,0,1,3
"912",40.6353,40.6394,-74.041,-74.0355,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,1,0,1,1,0,2,0,1
"913",40.6353,40.6394,-74.0355,-74.03,0,0,2,0,0,0,0,0,2,0,1,0,0,1,5,1,1,0,1,3,1,0,0,0,1
"914",40.6353,40.6394,-74.03,-74.0245,0,0,1,0,1,0,0,0,5,1,2,0,1,2,2,3,5,0,3,0,1,0,0,0,3
"915",40.6353,40.6394,-74.0245,-74.019,1,1,1,0,0,2,2,1,4,1,2,3,1,2,4,1,1,4,3,4,3,2,4,2,3
"916",40.6353,40.6394,-74.019,-74.0135,3,0,0,0,1,0,1,1,3,5,2,4,4,6,4,3,0,4,3,1,2,1,2,1,3
"917",40.6353,40.6394,-74.0135,-74.008,1,0,0,0,1,0,0,4,1,4,9,5,6,2,1,6,3,6,7,3,3,1,1,2,2
"918",40.6353,40.6394,-74.008,-74.0025,1,0,0,1,0,0,0,0,1,3,2,4,4,7,4,7,5,2,2,4,2,1,0,3,3
"919",40.6353,40.6394,-74.0025,-73.997,1,1,0,0,0,0,1,1,3,0,4,2,4,3,0,2,4,1,3,3,1,1,1,0,3
"920",40.6353,40.6394,-73.997,-73.9915,1,1,0,0,0,1,1,0,6,1,4,3,4,2,3,0,7,2,5,3,3,2,0,0,3
"921",40.6353,40.6394,-73.9915,-73.986,2,1,1,0,0,0,0,0,1,3,7,7,4,3,9,5,13,3,4,0,0,2,1,0,2
"922",40.6353,40.6394,-73.986,-73.9805,0,0,0,0,0,0,0,0,1,6,2,1,3,2,1,2,5,4,1,2,1,1,1,2,3
"923",40.6353,40.6394,-73.9805,-73.975,1,2,0,0,0,0,0,0,3,1,3,4,4,6,0,2,3,5,6,4,1,0,1,0,3
"924",40.6353,40.6394,-73.975,-73.9695,3,1,0,0,0,0,2,3,3,3,5,4,2,3,1,4,5,5,9,6,4,7,2,1,2
"925",40.6353,40.6394,-73.9695,-73.964,0,0,0,0,0,1,0,0,1,1,1,2,1,1,1,1,2,1,3,0,1,2,0,1,1
"926",40.6353,40.6394,-73.964,-73.9585,0,1,0,0,0,0,2,1,1,1,4,3,2,0,0,1,2,3,1,3,0,2,3,0,3
"927",40.6353,40.6394,-73.9585,-73.953,0,0,1,1,1,1,0,4,4,1,4,1,5,1,2,3,3,2,0,2,1,0,1,1,3
"928",40.6353,40.6394,-73.953,-73.9475,0,2,1,0,0,1,1,1,1,4,2,1,2,0,3,5,2,4,3,3,1,2,2,0,3
"929",40.6353,40.6394,-73.9475,-73.942,0,0,2,0,1,0,1,1,2,1,4,1,3,3,0,3,3,3,5,2,2,3,5,0,3
"930",40.6353,40.6394,-73.942,-73.9365,0,0,0,0,1,0,1,0,2,0,0,0,3,1,2,3,1,1,1,1,1,1,2,1,1
"931",40.6353,40.6394,-73.9365,-73.931,1,0,1,0,0,0,0,2,0,1,1,1,1,1,0,1,0,2,1,1,0,0,2,0,1
"932",40.6353,40.6394,-73.931,-73.9255,0,0,1,0,1,0,0,3,1,1,1,4,1,3,2,2,1,2,3,2,1,2,0,2,3
"933",40.6353,40.6394,-73.9255,-73.92,2,0,0,0,0,1,0,1,1,0,1,0,1,0,0,2,0,3,1,0,1,0,0,1,1
"934",40.6353,40.6394,-73.92,-73.9145,3,1,0,0,0,0,0,3,3,1,1,3,4,1,3,2,2,2,3,1,2,2,0,0,3
"935",40.6353,40.6394,-73.9145,-73.909,1,1,0,1,1,0,1,2,4,3,2,0,4,1,2,5,3,4,1,0,2,0,3,0,3
"936",40.6353,40.6394,-73.909,-73.9035,1,0,1,0,0,0,0,0,0,3,2,1,0,4,1,1,2,3,2,3,0,1,0,1,3
"937",40.6353,40.6394,-73.9035,-73.898,2,0,0,0,0,0,0,1,2,0,2,2,2,1,2,2,2,4,1,5,3,1,1,0,3
"938",40.6353,40.6394,-73.898,-73.8925,0,0,0,0,1,0,1,1,1,4,3,2,4,4,0,2,1,4,4,0,1,1,2,0,3
"939",40.6353,40.6394,-73.8925,-73.887,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1
"940",40.6353,40.6394,-73.887,-73.8815,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1
"941",40.6353,40.6394,-73.8815,-73.876,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1
"942",40.6353,40.6394,-73.7495,-73.744,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"943",40.6353,40.6394,-73.744,-73.7385,0,0,0,1,0,0,1,0,1,0,2,1,2,0,1,1,3,4,2,4,2,0,2,1,3
"944",40.6394,40.6435,-74.173,-74.1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"945",40.6394,40.6435,-74.1675,-74.162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"946",40.6394,40.6435,-74.14,-74.1345,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1
"947",40.6394,40.6435,-74.1345,-74.129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"948",40.6394,40.6435,-74.1235,-74.118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1
"949",40.6394,40.6435,-74.118,-74.1125,1,0,0,0,0,1,0,1,2,3,1,1,0,0,1,1,0,3,0,0,0,1,0,0,1
"950",40.6394,40.6435,-74.1125,-74.107,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"951",40.6394,40.6435,-74.107,-74.1015,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"952",40.6394,40.6435,-74.1015,-74.096,0,0,0,0,0,1,0,1,0,0,2,0,0,0,3,0,2,0,2,0,0,0,1,0,1
"953",40.6394,40.6435,-74.096,-74.0905,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,0,1,0,0,0,0,1
"954",40.6394,40.6435,-74.0905,-74.085,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,0,1,2,0,1,0,0,1,1
"955",40.6394,40.6435,-74.085,-74.0795,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,0,0,1,1,0,2,2,0,2,1
"956",40.6394,40.6435,-74.0795,-74.074,1,0,0,1,0,0,0,2,4,4,4,1,3,4,5,3,5,3,1,3,0,1,0,1,3
"957",40.6394,40.6435,-74.041,-74.0355,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"958",40.6394,40.6435,-74.0355,-74.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"959",40.6394,40.6435,-74.03,-74.0245,0,0,0,0,0,0,0,2,2,1,0,1,0,1,1,2,0,2,1,0,0,0,0,0,1
"960",40.6394,40.6435,-74.0245,-74.019,1,2,0,1,1,3,0,1,4,5,5,3,8,6,2,4,5,7,5,4,1,3,0,2,2
"961",40.6394,40.6435,-74.019,-74.0135,2,2,0,0,1,0,0,2,3,0,5,1,2,3,4,3,3,5,4,6,0,1,4,1,3
"962",40.6394,40.6435,-74.0135,-74.008,1,0,0,0,1,0,0,2,2,2,2,4,3,6,6,5,5,4,2,3,0,2,3,2,3
"963",40.6394,40.6435,-74.008,-74.0025,1,0,0,2,1,0,0,0,1,0,4,2,3,7,4,1,7,5,6,1,2,1,1,1,3
"964",40.6394,40.6435,-74.0025,-73.997,2,0,0,1,0,0,0,3,2,0,1,2,1,1,2,1,2,1,1,0,1,0,3,1,1
"965",40.6394,40.6435,-73.997,-73.9915,0,0,0,0,0,0,0,1,4,3,1,4,3,3,4,1,4,3,5,3,2,1,2,2,3
"966",40.6394,40.6435,-73.9915,-73.986,1,0,1,0,1,1,0,0,1,3,4,5,3,3,1,4,5,3,0,2,5,4,3,0,3
"967",40.6394,40.6435,-73.986,-73.9805,0,0,0,0,1,0,0,0,0,3,1,2,2,3,2,1,2,2,5,3,1,2,0,1,3
"968",40.6394,40.6435,-73.9805,-73.975,3,1,0,0,0,0,0,2,6,3,5,4,2,8,6,1,6,4,4,3,1,6,3,2,2
"969",40.6394,40.6435,-73.975,-73.9695,1,1,0,1,1,0,2,1,1,1,2,2,4,2,3,2,4,2,2,2,3,1,1,0,3
"970",40.6394,40.6435,-73.9695,-73.964,2,0,1,0,0,0,0,0,4,0,2,2,1,0,2,1,1,0,1,2,4,4,2,1,1
"971",40.6394,40.6435,-73.964,-73.9585,0,0,0,1,0,1,1,0,1,1,3,1,1,4,2,2,2,4,3,0,1,3,2,0,3
"972",40.6394,40.6435,-73.9585,-73.953,3,1,0,1,2,0,2,0,4,2,6,6,2,4,6,5,8,7,7,3,4,2,8,2,2
"973",40.6394,40.6435,-73.953,-73.9475,1,1,0,1,2,0,0,1,3,2,7,1,6,4,4,0,5,5,3,3,3,6,0,2,3
"974",40.6394,40.6435,-73.9475,-73.942,1,1,1,1,0,0,1,1,4,2,0,0,1,1,3,2,2,2,1,1,0,1,2,0,1
"975",40.6394,40.6435,-73.942,-73.9365,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,3,1
"976",40.6394,40.6435,-73.9365,-73.931,0,2,0,1,0,1,0,1,2,1,1,1,0,0,0,0,3,4,2,1,1,1,1,3,1
"977",40.6394,40.6435,-73.931,-73.9255,1,0,1,0,0,0,1,0,1,0,3,3,2,2,3,2,3,1,1,1,1,4,1,1,3
"978",40.6394,40.6435,-73.9255,-73.92,1,0,1,2,0,0,1,0,3,3,1,2,2,3,5,2,0,4,1,1,0,3,3,0,3
"979",40.6394,40.6435,-73.92,-73.9145,3,0,2,0,1,0,0,3,4,1,4,2,6,4,5,4,4,6,4,1,2,1,2,2,3
"980",40.6394,40.6435,-73.9145,-73.909,1,1,0,1,0,0,0,0,1,0,2,2,1,1,1,0,4,0,1,0,1,0,1,2,1
"981",40.6394,40.6435,-73.909,-73.9035,1,1,1,0,2,0,1,2,5,0,3,1,1,2,1,2,2,3,2,1,1,2,4,0,3
"982",40.6394,40.6435,-73.9035,-73.898,0,2,1,0,1,1,0,1,2,2,2,3,0,1,2,1,1,1,2,3,3,2,0,0,3
"983",40.6394,40.6435,-73.898,-73.8925,0,0,0,0,0,0,0,3,2,2,2,1,0,1,0,1,0,2,2,2,1,1,2,0,1
"984",40.6394,40.6435,-73.8925,-73.887,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
"985",40.6394,40.6435,-73.887,-73.8815,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"986",40.6394,40.6435,-73.8815,-73.876,2,2,0,0,1,0,2,3,1,0,1,2,3,1,4,2,7,4,6,2,0,2,1,1,3
"987",40.6394,40.6435,-73.744,-73.7385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"988",40.6435,40.6476,-74.1125,-74.107,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"989",40.6435,40.6476,-74.107,-74.1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"990",40.6435,40.6476,-74.1015,-74.096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"991",40.6435,40.6476,-74.096,-74.0905,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"992",40.6435,40.6476,-74.0905,-74.085,0,0,1,0,0,1,0,1,1,0,0,0,3,0,1,0,2,3,2,2,0,2,1,1,1
"993",40.6435,40.6476,-74.085,-74.0795,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1
"994",40.6435,40.6476,-74.0795,-74.074,0,1,0,0,0,1,0,2,1,1,0,2,2,3,1,1,4,0,0,1,2,1,1,0,1
"995",40.6435,40.6476,-74.074,-74.0685,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,3,0,2,0,0,1
"996",40.6435,40.6476,-74.0245,-74.019,0,1,3,0,0,1,0,2,3,4,3,1,2,1,1,2,4,1,2,3,1,2,0,0,3
"997",40.6435,40.6476,-74.019,-74.0135,1,2,0,1,1,1,4,7,4,7,6,7,6,6,4,9,5,4,8,1,3,5,1,3,2
"998",40.6435,40.6476,-74.0135,-74.008,2,0,0,0,2,0,0,0,5,1,4,3,3,1,1,1,9,4,4,2,0,3,2,1,3
"999",40.6435,40.6476,-74.008,-74.0025,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,2,2,4,3,0,0,0,1,1
"1000",40.6435,40.6476,-74.0025,-73.997,1,0,0,0,3,1,0,0,2,2,1,1,2,6,2,0,2,3,3,0,4,0,3,0,3
"1001",40.6435,40.6476,-73.997,-73.9915,1,0,0,0,0,0,0,1,2,1,2,3,0,0,3,0,0,0,1,4,1,0,1,5,1
"1002",40.6435,40.6476,-73.9915,-73.986,0,0,0,1,0,0,2,2,2,1,1,1,3,3,1,1,2,2,2,1,0,0,0,1,1
"1003",40.6435,40.6476,-73.986,-73.9805,0,0,0,0,1,0,0,1,2,0,1,2,2,1,3,2,2,1,3,2,0,3,0,0,1
"1004",40.6435,40.6476,-73.9805,-73.975,0,3,1,1,0,0,1,2,1,2,2,1,3,1,2,0,2,4,1,1,3,2,2,1,3
"1005",40.6435,40.6476,-73.975,-73.9695,2,0,0,1,1,0,2,1,3,3,2,1,3,1,1,3,2,2,2,1,1,3,1,1,3
"1006",40.6435,40.6476,-73.9695,-73.964,3,0,1,0,0,1,0,2,1,2,2,1,1,1,2,1,1,4,1,2,2,0,0,1,1
"1007",40.6435,40.6476,-73.964,-73.9585,1,0,1,0,0,2,2,0,2,6,4,2,2,2,2,5,3,2,4,1,3,6,1,1,3
"1008",40.6435,40.6476,-73.9585,-73.953,1,0,2,0,0,0,0,3,2,1,2,2,4,3,3,4,2,2,1,4,3,2,0,0,3
"1009",40.6435,40.6476,-73.953,-73.9475,2,2,2,1,1,1,1,2,1,2,2,3,5,1,1,3,3,3,1,3,2,4,2,1,3
"1010",40.6435,40.6476,-73.9475,-73.942,1,1,0,0,0,2,1,0,2,1,4,1,2,1,1,1,0,1,1,1,2,2,1,1,1
"1011",40.6435,40.6476,-73.942,-73.9365,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"1012",40.6435,40.6476,-73.9365,-73.931,0,1,0,0,1,2,0,0,2,1,0,0,3,0,1,2,1,3,0,0,0,2,2,2,1
"1013",40.6435,40.6476,-73.931,-73.9255,2,0,1,0,1,0,2,0,0,2,0,2,4,4,1,1,5,6,6,2,1,2,0,1,3
"1014",40.6435,40.6476,-73.9255,-73.92,2,1,0,2,0,0,0,2,5,0,1,1,2,2,4,5,3,1,1,1,3,1,3,0,3
"1015",40.6435,40.6476,-73.92,-73.9145,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,2,3,0,1,0,1,1,0,1
"1016",40.6435,40.6476,-73.9145,-73.909,1,0,0,0,0,0,0,1,1,0,0,2,2,0,5,7,5,3,6,2,2,4,0,4,3
"1017",40.6435,40.6476,-73.909,-73.9035,0,0,1,0,1,0,3,0,1,6,4,1,2,1,2,2,3,2,3,4,0,1,0,1,3
"1018",40.6435,40.6476,-73.9035,-73.898,2,0,1,0,0,1,0,3,6,3,4,3,3,1,0,4,5,3,4,2,1,2,3,0,3
"1019",40.6435,40.6476,-73.898,-73.8925,0,0,0,0,0,1,1,1,1,2,0,4,3,1,0,0,3,1,2,0,2,2,1,0,1
"1020",40.6435,40.6476,-73.8925,-73.887,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,0,0,1,1,0,0,1
"1021",40.6435,40.6476,-73.887,-73.8815,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
"1022",40.6435,40.6476,-73.8815,-73.876,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,1,1,0,1,2,0,2,0,0,1
"1023",40.6435,40.6476,-73.876,-73.8705,2,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,2,1,0,1,0,0,1
"1024",40.6476,40.6517,-74.085,-74.0795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"1025",40.6476,40.6517,-74.0245,-74.019,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,1,1,0,0,0,0,0,0,0,1
"1026",40.6476,40.6517,-74.019,-74.0135,1,1,0,0,1,0,2,3,7,2,2,1,1,3,3,1,3,3,2,2,2,0,1,0,3
"1027",40.6476,40.6517,-74.0135,-74.008,0,0,0,1,2,1,2,2,3,4,1,4,4,2,0,4,3,3,6,4,3,2,2,2,3
"1028",40.6476,40.6517,-74.008,-74.0025,0,2,1,1,0,0,0,3,2,2,4,1,1,1,1,2,1,1,3,4,0,2,0,2,3
"1029",40.6476,40.6517,-74.0025,-73.997,0,1,0,0,0,0,1,0,1,1,0,0,1,3,0,2,1,1,1,1,0,0,0,0,1
"1030",40.6476,40.6517,-73.986,-73.9805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
"1031",40.6476,40.6517,-73.9805,-73.975,2,0,0,0,0,2,1,0,0,2,0,1,1,3,1,0,0,3,2,0,0,1,2,0,1
"1032",40.6476,40.6517,-73.975,-73.9695,0,0,0,0,0,1,1,0,1,4,2,3,1,1,2,2,2,3,1,1,1,0,0,0,3
"1033",40.6476,40.6517,-73.9695,-73.964,3,2,1,0,0,1,0,1,1,2,4,3,1,2,2,1,3,2,2,2,1,1,0,2,3
"1034",40.6476,40.6517,-73.964,-73.9585,2,0,1,3,2,2,1,5,5,8,6,5,5,3,9,6,7,7,7,8,3,1,5,2,2
"1035",40.6476,40.6517,-73.9585,-73.953,2,0,1,1,0,0,0,0,2,1,1,0,2,3,2,3,2,4,0,3,2,2,2,0,3
"1036",40.6476,40.6517,-73.953,-73.9475,3,1,1,0,4,0,1,3,5,4,8,5,3,8,8,5,5,5,9,3,9,3,2,3,2
"1037",40.6476,40.6517,-73.9475,-73.942,2,0,0,1,0,0,1,2,4,2,1,3,2,1,1,3,6,1,5,4,0,0,1,3,3
"1038",40.6476,40.6517,-73.942,-73.9365,1,0,0,2,0,1,1,2,2,0,1,2,2,2,1,2,2,0,5,3,1,3,3,1,3
"1039",40.6476,40.6517,-73.9365,-73.931,0,0,2,0,0,1,1,2,2,2,2,0,4,3,1,4,3,2,4,3,4,1,5,0,3
"1040",40.6476,40.6517,-73.931,-73.9255,0,0,0,0,0,0,1,1,0,1,1,0,2,2,2,2,2,3,2,2,4,0,2,1,3
"1041",40.6476,40.6517,-73.9255,-73.92,2,1,0,0,0,1,0,0,3,1,1,3,0,1,3,3,4,3,1,3,1,2,1,0,3
"1042",40.6476,40.6517,-73.92,-73.9145,4,0,0,2,1,3,4,2,2,5,3,1,3,5,4,0,4,3,3,3,0,2,1,2,3
"1043",40.6476,40.6517,-73.9145,-73.909,0,1,1,0,0,0,1,0,1,5,3,4,3,2,3,4,3,3,4,2,0,3,2,0,3
"1044",40.6476,40.6517,-73.909,-73.9035,1,0,0,0,0,0,0,1,1,3,0,4,2,3,5,4,1,4,3,3,3,2,0,1,3
"1045",40.6476,40.6517,-73.9035,-73.898,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1
"1046",40.6476,40.6517,-73.898,-73.8925,0,0,0,1,0,0,1,0,1,2,5,2,5,0,3,1,3,3,2,1,1,0,2,0,3
"1047",40.6476,40.6517,-73.8925,-73.887,2,0,1,0,0,1,0,2,3,1,1,0,4,4,2,0,2,1,4,1,0,0,2,1,3
